plane,signal_id,oem_connector,oem_pin,factory_wire,oem_signal,function,inside_connector,outside_connector,disposition,mesa_card,mesa_connector,mesa_pin_channel,hal_net,authority_status,landing_status,required_verification,source_reference
A,,CN4,5,MS,MS,spindle,CN4-6,TB5-D2 1-A2,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p84, dwg 4143075321; p127, dwg 4143075403 for SE1/SE2/SE3"
A,,CN4,6,OS,OS,spindle,CN3-8,TB5-14,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p84, dwg 4143075321; p127, dwg 4143075403 for SE1/SE2/SE3"
A,,CN4,7,SET1,SPINDLE SET,spindle,3-10,TB5-1-7,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p84, dwg 4143075321; p127, dwg 4143075403 for SE1/SE2/SE3"
A,,CN4,8,SET2,SPINDLE SET (2),spindle,3-9,TB5-1-8,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p84, dwg 4143075321; p127, dwg 4143075403 for SE1/SE2/SE3"
A,SPINDLE_FWD,CN4,9,SRN,SPINDLE FORWARD,spindle,3-11,TB5-D1 1-A5,MESA_ROUTE,7i84U-A,TB3,OUT0,spindle-fwd,FACTORY_INTERFACE,ROUTE_DEFINED_FIELD_VERIFY,Digital FWD signal to FR-SX | [RECON 2026-08-08 §D: FR-SX SRN] | [LADDER-REF 2026-08-10 (approved AG): docs/ladder/spindle_run_ladder_transcription.md],"41434WB PDF p84, dwg 4143075321; p127, dwg 4143075403 for SE1/SE2/SE3"
A,SPINDLE_REV,CN4,10,SRI,SPINDLE REVERSE,spindle,3-12,TB5-A-6,MESA_ROUTE,7i84U-A,TB3,OUT1,spindle-rev,FACTORY_INTERFACE,ROUTE_DEFINED_FIELD_VERIFY,Digital REV signal to FR-SX | [RECON 2026-08-08 §D: FR-SX SRI] | [LADDER-REF 2026-08-10 (approved AG): docs/ladder/spindle_run_ladder_transcription.md],"41434WB PDF p84, dwg 4143075321; p127, dwg 4143075403 for SE1/SE2/SE3"
A,,CN4,11,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321; p127, dwg 4143075403 for SE1/SE2/SE3"
A,,CN4,12,ORI C1,ORIENT COMMAND,spindle,CN3-14,TB5-1-25,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p84, dwg 4143075321; p127, dwg 4143075403 for SE1/SE2/SE3"
A,,CN4,13,CTL,ORIENT LOOP CHECK,spindle,1-15,TB5-1-17,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p84, dwg 4143075321; p127, dwg 4143075403 for SE1/SE2/SE3"
A,,CN4,14,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321; p127, dwg 4143075403 for SE1/SE2/SE3"
A,,CN4,15,COM,COM,common,CN3-33,TB5-1-26,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p84, dwg 4143075321; p127, dwg 4143075403 for SE1/SE2/SE3"
A,SPINDLE_ORIENT_ARRIVAL,CN4,16,SETA,set A,spindle,1-32,TB5-1-23,MESA_ROUTE,7i84U-A,TB3,IN4,spindle-oriented,FACTORY_INTERFACE,ROUTE_DEFINED_FIELD_VERIFY,ATC cannot cycle without orient; confirm FR-SX terminal and polarity | [RECON 2026-08-08 §A: element list confirms X003 ORA1 'ORIENT ARRIVAL' (ladder 3006/4810/5509) on 060231] | [RECON 2026-08-08 §D: FR-SX OBA1(t22)/OBA2(t23) -> CN4-16/CN4-17 (digits verify)] | [LADDER-REF 2026-08-10 (approved AG): docs/ladder/spindle_run_ladder_transcription.md],"41434WB PDF p84, dwg 4143075321; p127, dwg 4143075403 for SE1/SE2/SE3"
A,,CN4,17,SETB,set B,spindle,1-33,TB5-1-24,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p84, dwg 4143075321; p127, dwg 4143075403 for SE1/SE2/SE3"
A,SPINDLE_SPEED_SE1,CN4,18,SE1,SPEED REFERENCE 1,spindle,,CON1-31,MESA_ROUTE_CANDIDATE,7i49,P3,TBD: 23/24 (GND3/AOUT3),spindle-speed-cmd,HOLD_ANALOG_ROLE,HOLD_ANALOG_ROLE,Determine whether SE1 is command or common; verify 0-10 V scaling with the FR-SX disabled before landing.,"41434WB PDF p84, dwg 4143075321; p127, dwg 4143075403 for SE1/SE2/SE3"
A,SPINDLE_SPEED_SE2,CN4,19,SE2,SPEED REFERENCE 2,spindle,,CON1-32,MESA_ROUTE_CANDIDATE,7i49,P3,TBD: 23/24 (GND3/AOUT3),spindle-speed-cmd,HOLD_ANALOG_ROLE,HOLD_ANALOG_ROLE,Determine whether SE2 is command or common; verify 0-10 V scaling with the FR-SX disabled before landing.,"41434WB PDF p84, dwg 4143075321; p127, dwg 4143075403 for SE1/SE2/SE3"
A,SPINDLE_SPEED_SE3,CN4,20,SE3,SPEED REFERENCE 3 (10V MAX SPEED),spindle,,CON1-30,MESA_ROUTE_CANDIDATE,none,none,none,none,HOLD_ANALOG_ROLE,HOLD_SHIELD_OR_COMMON,Drawing ties SE3 to AGA; prove shield versus analog common before terminating it.,"41434WB PDF p84, dwg 4143075321; p127, dwg 4143075403 for SE1/SE2/SE3"
A,,CN7,1,MF,M FUNCTION,2PC pallet,CND23-38,TB6-MF,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,2,M11,M CODE 11,2PC pallet,CND5-8,TB6-M11,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,3,M12,M CODE 12,2PC pallet,CND5-9,TB6-M12,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,4,M14,M CODE 14,2PC pallet,CND5-10,TB6-M14,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,5,M18,M CODE 18,2PC pallet,CND5-11,TB6-M18,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,6,M21,M CODE 21,2PC pallet,CND5-12,TB6-M21,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,7,M22,M CODE 22,2PC pallet,CND5-13,TB6-M22,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,8,M24,M CODE 24,2PC pallet,CND5-14,TB6-M24,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,9,M28,M CODE 28,2PC pallet,CND5-15,TB6-M28,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,10,M31,M CODE 31,2PC pallet,CND5-16,TB6-M31,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,11,M32,M CODE 32,2PC pallet,CND5-17,TB6-M32,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,12,M34,M CODE 34,2PC pallet,CND5-18,TB6-M34,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,13,M38,M CODE 38,2PC pallet,CND5-19,TB6-M38,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,14,ZPX,ZERO POS. X AXIS,2PC pallet,CND23-8,TB6-ZPX,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,15,ZPY,ZERO POS. Y AXIS,2PC pallet,CND23-9,TB6-ZPY,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,16,ZPZ,ZERO POS. Z AXIS,2PC pallet,CND23-10,TB6-ZPZ,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,17,0G,DC24V COM (-),common,,TB6-0G,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,18,0G,DC24V COM (-),common,,TB6-0G,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,19,ZP4,ZERO POS. 4 AXIS,2PC pallet,CND23-11,TB6-ZP4,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,20,MFA,M FUNCTION A,2PC pallet,CND23-12,TB6-MFA,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,21,FHDL,FEED HOLD LED,2PC pallet,CND23-44,TB6-FHDL,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,22,ZPZ2,2nd ZERO POS. Z AXIS,2PC pallet,CND23-46,TB6-ZPZ2,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,23,AUTM,AUTO MODE,2PC pallet,CND23-42,TB6-AUTM,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,24,PUCCD,PALLET UNCLAMP COMMAND,2PC pallet,CND23-47,TB6-PUCCD,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,25,FHDPB,FEED HOLD P.B.,2PC pallet,CND23-25,TB6-FHDPB,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,26,CSTL,CYCLE START LED,2PC pallet,CND23-31,TB6-CSTL,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,27,CSTPB,CYCLE START P.B.,2PC pallet,CND23-7,TB6-CSTPB,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,28,PCLCD,PALLET CLAMP COMMAND,2PC pallet,CND23-27,TB6-PCLCD,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,29,ISP3,INPUT SPARE 3,spare,CND2-9,TB6-ISP3,OEM_SPARE_CONDUCTOR,none,none,none,none,UNALLOCATED,OEM_SPARE_CONDUCTOR,A factory spare conductor exists; insulate and preserve its identity unless a reviewed revision deliberately repurposes it.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,30,MRDY,MACHINE READY,2PC pallet,CND23-14,TB6-MRDY,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,31,RST,RESET OUT,2PC pallet,,TB6-RST,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,32,OSP4,OUTPUT SPARE 4,spare,CND2-43,TB6-OSP4,OEM_SPARE_CONDUCTOR,none,none,none,none,UNALLOCATED,OEM_SPARE_CONDUCTOR,A factory spare conductor exists; insulate and preserve its identity unless a reviewed revision deliberately repurposes it.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,33,OSP3,OUTPUT SPARE 3,spare,CND2-30,TB6-OSP3,OEM_SPARE_CONDUCTOR,none,none,none,none,UNALLOCATED,OEM_SPARE_CONDUCTOR,A factory spare conductor exists; insulate and preserve its identity unless a reviewed revision deliberately repurposes it.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,34,P1ON,PALLET NO.1 ON (FMS),2PC pallet,CND4-2,TB6-P1ON,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,35,P2ON,PALLET NO.2 ON (FMS),2PC pallet,CND4-36,TB6-P2ON,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,36,EXFIN,EXT. FINISH SIGNAL,2PC pallet,CND1-13,TB6-EXFIN,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,37,EXRST,EXT. RESET,2PC pallet,CND1-25,TB6-EXRST,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,38,INTX,X AXIS INTERLOCK,2PC pallet,CND2-1,TB6-INTX,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,39,INTY,Y AXIS INTERLOCK,2PC pallet,CND2-19,TB6-INTY,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,40,INTZ,Z AXIS INTERLOCK,2PC pallet,CND2-2,TB6-INTZ,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,41,INT4,4 AXIS INTERLOCK,2PC pallet,CND2-3,TB6-INT4,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,42,EXAL,EXTERNAL ALARM,2PC pallet,CND2-36,TB6-EXAL,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,43,ONLN,ON LINE,2PC pallet,CND2-35,TB6-ONLN,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,44,ENCOL,ENABLE COOLANT,2PC pallet,CND2-22,TB6-ENCOL,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,45,EXCST,EXTERNAL CYCLE START,2PC pallet,CND2-4,TB6-EXCST,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,46,EXFHD,EXTERNAL FEED HOLD,2PC pallet,CND2-5,TB6-EXFHD,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,47,EXSBK,EXTERNAL SINGLE BLOCK,2PC pallet,CND2-6,TB6-EXSBK,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,48,EMOP1,EXTERNAL MISS OPERATION 1,2PC pallet,,TB6-EMOP1,NO_MESA_ALLOCATION_2PC,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION_2PC,No current Mesa allocation; retain/retire only by an explicit pallet-changer scope decision.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,49,+24V,DC24V +COM,power,,TB6-+24V,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p86, dwg 4143075323"
A,,CN7,50,+24V,DC24V +COM,power,,TB6-+24V,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p86, dwg 4143075323"
